school_name,address,city,school_district,telephone,students,classroom_teachers,free_lunch_students,reduce_price_lunch
Twelve Bridges Elementary School,"2450 E.ridge Dr.Lincoln, CA 95648","Lincoln, CA 95648",Western Placer Unified,(916) 434-5220(make sure to verify first before calling),83,631,No,43
Twelve Bridges Middle School,"770 W.view Dr.Lincoln, CA 95648","Lincoln, CA 95648",Western Placer Unified,(916) 434-5270(make sure to verify first before calling),82,773,No,107
Twin Creeks Elementary School,"2785 Marsh Dr.San Ramon, CA 94583","San Ramon, CA 94583",San Ramon Valley Unified,(925) 855-2900(make sure to verify first before calling),87,568,No,24
Twin Peaks Middle School,"14640 Tierra Bonita Rd.Poway, CA 92064","Poway, CA 92064",Poway Unified,(858) 748-5131(make sure to verify first before calling),86,"1,167",No,195
Ulloa Elementary School,"2650 42nd Ave.San Francisco, CA 94116","San Francisco, CA 94116",San Francisco Unified,(415) 759-2841(make sure to verify first before calling),514,22.0,208,94
Union Middle School,"2130 Los Gatos-Almaden RdSan Jose, CA 95124","San Jose, CA 95124",Union Elementary,(408) 371-0366(make sure to verify first before calling),96,"1,006",No,54
Union Street Charter School,"470 Union St.Arcata, CA 95521","Arcata, CA 95521",Arcata Elementary,(707) 822-4845(make sure to verify first before calling),98,99,No,10
University City High School,"6949 Genesee Ave.San Diego, CA 92122","San Diego, CA 92122",San Diego Unified,(858) 457-3040(make sure to verify first before calling),89,"1,813",No,562
University High School,"2611 E. Matoian M/S UH134Fresno, CA 93740","Fresno, CA 93740",Fresno Unified,(559) 278-8263(make sure to verify first before calling),98,482,No,46
University Park Elementary School,"4572 Sandburg WayIrvine, CA 92612","Irvine, CA 92612",Irvine Unified,(949) 936-6300(make sure to verify first before calling),80,548,No,122
University Preparatory School,"2200 Eureka WayRedding, CA 96001","Redding, CA 96001",Shasta Union High,(530) 245-2790(make sure to verify first before calling),95,967,No,96
University Preparatory Academy Charter School,"2315 Canoas Garden Ave.San Jose, CA 95125","San Jose, CA 95125",Santa Clara County Office of Education,(408) 723-1839(make sure to verify first before calling),95,593,No,63
Urban Corps Of San Diego County Charter School,"3127 Jefferson St.San Diego, CA 92110","San Diego, CA 92110",Mono County Office of Education,(619) 235-6884(make sure to verify first before calling),9,298,"Yes, under Provision 2",295
Vail Ranch Middle School,"33340 Camino Piedra RojoTemecula, CA 92592","Temecula, CA 92592",Temecula Valley Unified,(951) 302-5188(make sure to verify first before calling),"1,082",42.6,126,45
Valencia Elementary School,"250 Aptos Sch Rd.Aptos, CA 95003","Aptos, CA 95003",Pajaro Valley Unified,(831) 688-2013(make sure to verify first before calling),551,22.0,161,17
Valencia High School,"500 N. Bradford Ave.Placentia, CA 92870","Placentia, CA 92870",Placentia-Yorba Linda Unified,(714) 996-4970(make sure to verify first before calling),"2,797",104.7,"1,286",251
Valencia Valley Elementary School,"23601 Carrizo Dr.Santa Clarita, CA 91355","Santa Clarita, CA 91355",Newhall,(661) 291-4060(make sure to verify first before calling),690,28.0,74,34
Valentine Elementary School,"1650 Hntngtn Dr.San Marino, CA 91108","San Marino, CA 91108",San Marino Unified,(626) 299-7090(make sure to verify first before calling),99,561,No,11
Valhalla Elementary School,"530 Kiki Dr.Pleasant Hill, CA 94523","Pleasant Hill, CA 94523",Mt. Diablo Unified,(925) 687-1700(make sure to verify first before calling),554,21.0,91,28
Valle Verde Elementary School,"400 Berkshire Rd.Bakersfield, CA 93307","Bakersfield, CA 93307",Greenfield Union,(661) 837-6150(make sure to verify first before calling),995,40.0,771,106
Vallecito Elementary School,"50 Nova Albion WaySan Rafael, CA 94903","San Rafael, CA 94903",Dixie Elementary,(415) 492-3750(make sure to verify first before calling),465,21.6,48,16
Vallemar Elementary School,"377 Reina del Mar Ave.Pacifica, CA 94044","Pacifica, CA 94044",Pacifica,(650) 738-6655(make sure to verify first before calling),534,20.9,50,25
Valley Academy School,"253 E. Ross Ave.EL Centro, CA 92243","EL Centro, CA 92243",Imperial County Office of Education,(760) 312-5525(make sure to verify first before calling),9,209,No,193
Valley Charter Elementary School,"16514 Nordhoff St.Los Angeles, CA 91343","Los Angeles, CA 91343",Los Angeles Unified,(818) 810-6713(make sure to verify first before calling),81,264,No,45
Valley Middle School,"1645 Magnolia Ave.Carlsbad, CA 92008","Carlsbad, CA 92008",Carlsbad Unified,(760) 331-5300(make sure to verify first before calling),88,"1,009",No,172
Valley Oak Elementary School,"465 E. Chaplain Dr.Fresno, CA 93720","Fresno, CA 93720",Clovis Unified,(559) 327-8200(make sure to verify first before calling),569,21.0,107,40
Valley View Elementary School,"237 Melcanyon Rd.Duarte, CA 91010","Duarte, CA 91010",Duarte Unified,(626) 599-5500(make sure to verify first before calling),390,16.0,156,56
Van Buren Elementary School,"1245 N. Van Buren St.Placentia, CA 92870","Placentia, CA 92870",Placentia-Yorba Linda Unified,(714) 986-7100(make sure to verify first before calling),694,25.0,121,25
Van Gogh Charter School,"17160 Van Gogh St.Los Angeles, CA 91344","Los Angeles, CA 91344",Los Angeles Unified,(818) 360-2141(make sure to verify first before calling),86,513,No,107
Vannoy Elementary School,"5100 VannoyCastro Valley, CA 94546","Castro Valley, CA 94546",Castro Valley Unified,(510) 537-1832(make sure to verify first before calling),442,19.0,55,8
Vejar Elementary School,"950 W. Grand Ave.Pomona, CA 91766","Pomona, CA 91766",Pomona Unified,(909) 397-4985(make sure to verify first before calling),20,929,No,789
Venado Middle School,"4 Deerfield Ave.Irvine, CA 92604","Irvine, CA 92604",Irvine Unified,(949) 936-6800(make sure to verify first before calling),93,642,No,79
Ventura Charter Of Arts And Global Education School,"2060 Cameron St.Ventura, CA 93001","Ventura, CA 93001",Ventura County Office of Education,(805) 648-5503(make sure to verify first before calling),82,426,No,91
Verdugo Woodlands Elementary School,"1751 N. Verdugo Rd.Glendale, CA 91208","Glendale, CA 91208",Glendale Unified,(818) 241-2433(make sure to verify first before calling),814,33.0,134,66
Veterans Elementary School,"6301 Old Farm Rd.Bakersfield, CA 93312","Bakersfield, CA 93312",Norris Elementary,(661) 387-7050(make sure to verify first before calling),79,"1,045",No,65
Vichy Elementary School,"3261 Vichy Ave.Napa, CA 94558","Napa, CA 94558",Napa Valley Unified,(707) 253-3544(make sure to verify first before calling),83,374,No,44
Victor Elementary School,"17670 N. Bruella Rd.Victor, CA 95253","Victor, CA 95253",Lodi Unified,(209) 331-7441(make sure to verify first before calling),165,8.0,131,8
Villa Park Elementary School,"10551 Center Dr.Villa Park, CA 92861","Villa Park, CA 92861",Orange Unified,(714) 997-6281(make sure to verify first before calling),94,623,No,67
Village School,"825 W. Parr Ave.Campbell, CA 95008","Campbell, CA 95008",Campbell Union,(408) 341-7042(make sure to verify first before calling),91,275,No,15
Village View Elementary School,"5361 Sisson Dr.Huntington Beach, CA 92649","Huntington Beach, CA 92649",Ocean View,(714) 846-2801(make sure to verify first before calling),86,553,No,95
Vine Hill Elementary School,"151 Vine Hill Sch Rd.Scotts Valley, CA 95066","Scotts Valley, CA 95066",Scotts Valley Unified,(831) 438-1090(make sure to verify first before calling),90,560,No,61
Vintage Hills Elementary School,"1125 Concord St.Pleasanton, CA 94566","Pleasanton, CA 94566",Pleasanton Unified,(925) 426-4240(make sure to verify first before calling),94,611,No,14
Vintage Math/Science/Technology Magnet School,"15848 Stare St.Los Angeles, CA 91343","Los Angeles, CA 91343",Los Angeles Unified,(818) 892-8661(make sure to verify first before calling),822,31.0,301,163
Virginia Avenue Elementary School,"3301 Virginia Ave.Bakersfield, CA 93307","Bakersfield, CA 93307",Fairfax Elementary,(661) 366-3223(make sure to verify first before calling),9,676,No,611
Virginia R. Boris Elementary School,"7071 E. Clinton Ave.Fresno, CA 93727",http://boris.cusd.com,Clovis Unified,(559) 327-3800(make sure to verify first before calling),89,Clovis Unified,No,
Vista Del Mar School,"4885 Del Sol BlvdSan Diego, CA 92154","San Diego, CA 92154",San Ysidro Elementary,(619) 661-6753(make sure to verify first before calling),81,548,"Yes, under Provision 2",543
Vista Elementary School,"2175 Wisteria St.Simi Valley, CA 93065","Simi Valley, CA 93065",Simi Valley Unified,(805) 520-6750(make sure to verify first before calling),679,24.6,54,27
Vista Grande Elementary School,"667 Diablo Rd.Danville, CA 94526","Danville, CA 94526",San Ramon Valley Unified,(925) 314-1000(make sure to verify first before calling),93,662,No,6
Vista Verde School,"6 Federation WayIrvine, CA 92603","Irvine, CA 92603",Irvine Unified,(949) 936-6350(make sure to verify first before calling),99,947,No,24
Vista Del Lago High School,"1970 BRd.stone Pkwy.Folsom, CA 95630","Folsom, CA 95630",Folsom-Cordova Unified,(916) 294-2410(make sure to verify first before calling),92,"1,626",No,92
Vista Del Mar Elementary School,"1130 Ave. TalegaSan Clemente, CA 92673","San Clemente, CA 92673",Capistrano Unified,(949) 234-5950(make sure to verify first before calling),"1,100",36.0,51,18
Vista Del Mar Middle School,"1130 Ave. TalegaSan Clemente, CA 92673","San Clemente, CA 92673",Capistrano Unified,(949) 234-5955(make sure to verify first before calling),609,26.4,39,13
Wade Thomas Elementary School,"150 Ross Ave.San Anselmo, CA 94960","San Anselmo, CA 94960",Ross Valley Elementary,(415) 454-4603(make sure to verify first before calling),97,398,No,34
Wadsworth Avenue Elementary School,"981 E. 41st St.Los Angeles, CA 90011","Los Angeles, CA 90011",Los Angeles Unified,(323) 232-5234(make sure to verify first before calling),707,30.0,607,39
Wagner Ranch Elementary School,"350 Camino PabloOrinda, CA 94563","Orinda, CA 94563",Orinda Union Elementary,(925) 258-0016(make sure to verify first before calling),403,17.5,4,Orinda Union Elementary
Wagon Wheel Elementary School,"30912 Bridle PathCoto de Caza, CA 92679","Coto de Caza, CA 92679",Capistrano Unified,(949) 589-1953(make sure to verify first before calling),531,17.0,22,3
Wakefield Elementary School,"400 S. Ave.Turlock, CA 95380","Turlock, CA 95380",Turlock Unified,(209) 667-0895(make sure to verify first before calling),636,28.0,549,56
Wallenberg (Raoul) Traditional High School,"40 Vega St.San Francisco, CA 94115","San Francisco, CA 94115",San Francisco Unified,(415) 749-3469(make sure to verify first before calling),636,30.0,285,100
Walnut Acres Elementary School,"180 Cerezo Dr.Walnut Creek, CA 94598","Walnut Creek, CA 94598",Mt. Diablo Unified,(925) 939-1333(make sure to verify first before calling),617,24.0,30,8
Walnut Canyon Elementary School,"280 Casey Rd.Moorpark, CA 93021","Moorpark, CA 93021",Moorpark Unified,(805) 517-1722(make sure to verify first before calling),461,19.2,159,22
Walnut Creek Intermediate School,"2425 Walnut Blvd.Walnut Creek, CA 94597","Walnut Creek, CA 94597",Walnut Creek Elementary,(925) 944-6840(make sure to verify first before calling),"1,206",46.3,100,30
Walnut Elementary School,"4701 N. Walnut St.Baldwin Park, CA 91706","Baldwin Park, CA 91706",Baldwin Park Unified,(626) 939-4368(make sure to verify first before calling),595,26.0,433,70
Walnut Grove Elementary School,"14181 Grove St.Walnut Grove, CA 95690","Walnut Grove, CA 95690",River Delta Joint Unified,(916) 776-1844(make sure to verify first before calling),36,162,No,131
Walnut Heights Elementary School,"4064 Walnut Blvd.Walnut Creek, CA 94596","Walnut Creek, CA 94596",Walnut Creek Elementary,(925) 944-6834(make sure to verify first before calling),392,17.2,27,10
Walnut High School,"400 N. Pierre Rd.Walnut, CA 91789","Walnut, CA 91789",Walnut Valley Unified,(909) 594-1333(make sure to verify first before calling),92,"2,675",No,285
Walt Disney Elementary School,"1220 W. Orange Grove Ave.Burbank, CA 91506","Burbank, CA 91506",Burbank Unified,(818) 558-5385(make sure to verify first before calling),368,15.0,128,34
Walter Hays Elementary School,"1525 Midfield Rd.Palo Alto, CA 94301","Palo Alto, CA 94301",Palo Alto Unified,(650) 322-5956(make sure to verify first before calling),463,25.9,31,6
Walteria Elementary School,"24456 Madison St.Torrance, CA 90505","Torrance, CA 90505",Torrance Unified,(310) 533-4487(make sure to verify first before calling),676,25.0,75,37
Warm Springs Elementary School,"47370 Warm Springs Blvd.Fremont, CA 94539","Fremont, CA 94539",Fremont Unified,(510) 656-1611(make sure to verify first before calling),886,31.7,33,9
Warner Avenue Elementary School,"615 Holmby Ave.Los Angeles, CA 90024","Los Angeles, CA 90024",Los Angeles Unified,(310) 475-5893(make sure to verify first before calling),698,30.0,31,15
Warren E. Hyde Middle School,"19325 Bollinger Rd.Cupertino, CA 95014","Cupertino, CA 95014",Cupertino Union,(408) 252-6290(make sure to verify first before calling),960,42.8,72,19
Warren T. Eich Middle School,"1509 Sierra Gardens Dr.Roseville, CA 95661","Roseville, CA 95661",Roseville City Elementary,(916) 771-1770(make sure to verify first before calling),797,35.4,190,59
Warwick Elementary School,"3375 Warwick Rd.Fremont, CA 94555","Fremont, CA 94555",Fremont Unified,(510) 793-8660(make sure to verify first before calling),926,35.0,142,28
Washington Elementary School,"300 N. San Marino Ave.San Gabriel, CA 91775","San Gabriel, CA 91775",San Gabriel Unified,(626) 282-3926(make sure to verify first before calling),72,479,No,175
Webster Elementary School,"3602 Winter CanyonMalibu, CA 90265","Malibu, CA 90265",Santa Monica-Malibu Unified,(310) 456-6494(make sure to verify first before calling),292,13.0,19,3
Wedgeworth Elementary School,"16949 Wedgeworth Dr.Hacienda Heights, CA 91745","Hacienda Heights, CA 91745",Hacienda la Puente Unified,(626) 933-8100(make sure to verify first before calling),399,18.0,144,43
Welby Way Charter Elementary And Gifted-High Ability Magnet School,"23456 Welby WayLos Angeles, CA 91307","Los Angeles, CA 91307",Los Angeles Unified,(818) 348-1975(make sure to verify first before calling),810,31.0,59,37
Wells Middle School,"6800 Penn Dr.Dublin, CA 94568","Dublin, CA 94568",Dublin Unified,(925) 828-6227(make sure to verify first before calling),81,873,No,127
West Campus School,"5022 58th St.Sacramento, CA 95820","Sacramento, CA 95820",Sacramento City Unified,(916) 277-6400(make sure to verify first before calling),852,32.0,409,126
West Creek Academy School,"28767 N. W. Hills Dr.Santa Clarita, CA 91354","Santa Clarita, CA 91354",Saugus Union,(661) 294-5385(make sure to verify first before calling),96,933,No,28
West High School,"1200 New Stine Rd.Bakersfield, CA 93309","Bakersfield, CA 93309",Kern High,(661) 832-2822(make sure to verify first before calling),32,"2,027",No,"1,462"
West Hillsborough School,"376 Barbara WayHillsborough, CA 94010","Hillsborough, CA 94010",Hillsborough City Elementary,(650) 344-9870(make sure to verify first before calling),381,18.0,Hillsborough City Elementary,No
West Hollywood Elementary School,"970 N. Hammond St.Los Angeles, CA 90069","Los Angeles, CA 90069",Los Angeles Unified,(310) 274-5313(make sure to verify first before calling),387,15.0,47,11
West Ranch High School,"26255 W. Valencia Blvd.Santa Clarita, CA 91381","Santa Clarita, CA 91381",William S. Hart Union High,(661) 222-1220(make sure to verify first before calling),94,"2,455",No,160
West Valley Elementary School,"1635 Belleville WaySunnyvale, CA 94087","Sunnyvale, CA 94087",Cupertino Union,(408) 245-0148(make sure to verify first before calling),633,24.8,12,3
Westborough Middle School,"2570 W.borough Blvd.South San Francisco, CA 94080","South San Francisco, CA 94080",South San Francisco Unified,(650) 877-8848(make sure to verify first before calling),658,26.8,128,38
